2016-04-01	Many people want to have good income at home but they dont know how to do that on Internet there are a lot of ways to earn huge amount of money, but whenever people try that they get trapped in a scam so I am sharing with you a genuine and guaranteed way for free to earn huge amount of money at home anyone interested should visit the page and i am more than sure that you will be succeed. Best Of Luck!   Regards a humble Human being.      Joine now ►►►►►►►►►►►►►►► https://www.facebook.com/Find-jobs-582286515256675/...
2016-04-01	Betty Patterson Real nice ass!!
2016-04-01	Betty Patterson is gross. Hell no! Catfish!
2016-04-01	Linda Bracken is hawking stupid crap to people that do not want it. Go sell your crap somewhere else!
2016-04-01	I thought this story was old news and was going away and no one cares about it.....Isn't that what the Clinton acolytes keep saying? Yet it is still here...
2016-04-01	Reality is often much different than the Hillbots' perception of it.      Though, to be fair, what this boils down to is:      1) Yes, she may have broken the law (after all, the FBI wouldn't commit ~150 agents if there wasn't something there)...      but...      2) To riff on a Trumpism, her robotic parishoners would still support her if she murdered someone in the street. This is pretty small fry by comparison. And most of America (outside die-hard HRC haters) doesn't really give a rat's ass. Even if she broke a law or three, the public outrage needed to create the political will & push prosecuting this typ...See More
2016-04-01	Marcus Johnson probably not. I do find it funny how much everyone wants to say it is over.....but they are hiring lawyers.... but its over.... but there is an ongoing investigation.... but its over...
2016-04-01	Marcus Johnson The whole of the intelligence community does though. THey are waiting to see what happens. If she walks, there's no way the givmint can ever fry someone for mishandling classified again
2016-04-01	Smart move on their part in order to keep their stories straight. Fact of the matter is though that someone removed those classification markings from classified materials on order to send them over unsecure means to the clot. And due to the nature of some of the materials, the clot knew they were classified, but didn't mind sending the stuff on to her minions over her unsecured server. A quote was once used by Ben Franklin, a much more honoralbe person than this lot. "We must, indeed, all hang together, or we shall surely hang separately". Seems like this bunch has heard that somewhere. The noose is tightening
2016-04-01	It's a bag job all the way. The noose won't tighten because the fix is in.
2016-04-01	why do you keep saying "the clot"? I don't understand...
2016-04-01	Kevin Lenihan That is ceretainly a concern. If that happens, there should be rioting in the streets. But there won't be, because Americans are sheeple.
2016-04-01	And quick lets get back to focusing on Trumps campaign manager who threw down that female reporter and stomped on her head..      Drip, drip, drip..      And when will useless sycpohant fan boys in the media begin to ask the gutless Muslum Toe Sucker pretending to be President how could he have allowed this, when did he know and what is in the 22 "Top Secret" emails that the militant lesbian had on her illegal server?      But we know already what his reponse will be, he either didn't know or read about it in the newspaper..      The beauty of being a black Democrat.. Zero accountability, across the board..
2016-04-01	Drip, drip, drip.
2016-04-01	Russell Wilkes facetious
2016-04-01	Russell, No, he is right. I heard about it on Salon. After he did that he also water-boarded the poor girl. Then he called in his ISIS friend and one swing is all it took.
2016-04-01	It's a done deal. Some desk jockey in Des Moines has been chosen to fall on the sword for the Butcher of Benghazi. 2 years in a minimum security, country club "prison" then set for life with the $MILLIONS paid the Clinton Crime Family. Nothing to see here folks. Now, let's get back to the serious business of destroying Trump.
2016-04-01	Women for Bernie Sanders 2016 (Facebook) shared --'All key indicators show Bernie Sanders will win the general election, possibly in a landslide. He’s the most popular politician in the country right now. Hillary Clinton would be in a tough fight and might lose to   the Republicans.' Latest Polls Bernie Sanders 54.6% Donald Trump 37.2%      Home made Apple Pie recipe brought to you by #feelthebern   Wisconsin & New York & Homemade Apple Pie!   Enjoy this Apple Pie recipe - Homemade Apple Pie! Dishin' With Di   https://youtu.be/DEySt9IPtsc   Add your favor Ben & Jerry's Ice cream and put this on your homemade apple pie!
2016-04-01	Obama and Church Leaders PRAYED you’d never see   this…      Independent documentary has Obama on the edge of a   nervous breakdown…   Because it exposes the biggest cover up of his   presidency…   Something darker and more sinister than Sandy Hook   and Benghazi combined…   And it’s spreading like wild fire all over the ...See More
2016-04-01	WHY do they need lawyers???? She's not guilty. Just ask her. If they/she did nothing wrong there is no need for lawyers!!!!      Hillary LIAR Clinot nad her husband Bill Cosby Clinton.      Good comedy the LYING wicked witch of the East!!!!!!!!!................
2016-04-01	Bernie Sanders... The best... #feelthebern
2016-04-01	And Bernie will still lose the democratic nomination.
2016-04-01	Perhaps....but Hillary is worried. Hence, her rather caustic "tone" today to the Greenpeace activist, who did not even represent the Bernie Sanders campaign. She was far ahead in Wisconsin, and will probably lose on Tuesday. Her lead in New York was over 30 points a couple of weeks ago, and yesterday, a poll had it down to 12, with 19 days still to go. And here is an interesting article from the LA Progressive on Hillary's so-called huge advantage of non-white voters: https://www.laprogressive.com/hillary-fading/...
2016-04-01	David Hart Winning by a small percentage does not help Sanders. He needs to win by large margins.
2016-04-01	William Johnson 57% of the vote is large margins?
2016-04-01	This will answer the question .. Can you buy an election? Does it matter where the money comes from? How do I know for sure the money comes from 'the people' .. ? I know this, I would never give a Lincoln penny to a politcian .. specially one that has lived off the taxpayers his entire life .. I don't think so.
2016-04-01	Got it, you prefer corporate and special interest money funding elections.      I prefer public funding. It does matter where the money comes from. We will end Citizens United.
2016-04-01	Jonathan West I would prefer people are not stupid and change this process where there is a CAP per month, per candidate -- no candidate should have an advantage in how much money they spend or collect-- they need to use ingenuity and skill on how they spend the same amount to get the word out.. A percentage must come from the public, and a percentage from businesses.
2016-04-01	Then where else is the money coming from? Under his mattress? Believe me, after all this time if Bernie's money was coming from anywhere else somewhere else, as much opposition as he's had from media and people like you, it would have been revealed by now. He's not hiding anything like Hillary Clinton who won't even release her speech transcripts for the voters to see. So that's an ignorant statement, but I can understand stupid statements about a candidate when one just wants to vote against his or her own best interest and vote for the candidate who will take them backwards and not forward. Go Bernie!!!
2016-04-01	He is good at getting his devoted true believers to cough up $; unfortunately, it is VOTES and DELEGATES that win the nomination. Even if Hillary's MILLIONS more voters do nothing but vote for her - she wins.
2016-04-01	....reminds me of a cheerleader who wants to end the game at halftime bc her team is ahead. Sorry, but people are waking up to what a douche Hillary really is. (Is "douche" a unisex term? Insert pantsuit joke here.) Hey here's a thought: do you really want to see this woman wearing pantsuits on TV every night until she gets impeached?
2016-04-01	You mean the couple million more when not accounting for caucus voters, since raw votes aren't released or sometimes even counted as an aggregate¿
2016-04-01	And if she wins the millions of bernie voters will vote Trump. :) #BernieOrBust
2016-04-01	2016 is hardly the ideal year for the Dems to nominate an open socialist - with the spectre of Trump in the opposition. Bernie clearly hasn't sealed the deal on selling his socialism to the country; his 'revolution' hasn't fully arrived as an obviously electable majority.
2016-04-01	Sanders polls significantly better vs. trump than Clinton does...
2016-04-01	Actually, national polling has him beating every republican competitor by a larger margin that Hillary does. Please stop regurgitating the unsupported time-warner (Clinton campaign donor) narrative that is a lie.
2016-04-01	No year will be ideal, bc the other side will always put up someone nasty enough to scare the spineless
2016-04-01	It's ok, he's still going to win the women vote. And the Latinos. And blacks, of course. LOL      All is well in lalala Trumpland...
2016-04-01	Obama and Church Leaders PRAYED you’d never see   this…      Independent documentary has Obama on the edge of a   nervous breakdown…   Because it exposes the biggest cover up of his   presidency…   Something darker and more sinister than Sandy Hook   and Benghazi combined…   And it’s spreading like wild fire all over the ...See More
2016-04-01	Subtitle should be: "Eight In Ten Men Have A Negative Opinion of Modern Women"
2016-04-01	Cruz is a good guy
2016-04-01	Cruz is worst than Trump.
2016-04-01	Jose Colon No, Jose, he is NOT
2016-04-01	Roy Ellis What exactly is 'good' about Ted? He wants to set up a theocracy based on Daddy's dominonism. Dominionism is good for the people at the top. Period. And with his talk of sending away legal immigrnats, what do you think he'd do to those of us who insist that the Constitution is NOT Christian, and does not allow him to make us follow him?
2016-04-01	Yes he will. When your party is heading full speed over a cliff, you'll want to cram as many people into the clown car as possible.
2016-04-01	ahh, the "clown car"......did you come up with that on your own, John?
2016-04-01	If the clown shoes splattered with orange makeup fit...
2016-04-01	Funny Hair? Check.   Orange makeup? Check   Tiny hands? Check   Anyone else seeing a pattern?
2016-04-01	Cruz has done a pretty piss-poor job of 'uniting' the party to date. About all he has accomplished during his time in the Senate is pissng-off just about all his collegues.
2016-04-01	The Cruzifix is uniting a party all right, just not the Repugnants. I almost wish the Prince of Darkness was the nominee, rather than Herr Trump. That way we could finally dispense with the fiction that the reason the GOP can't win the popular vote in a Presidential election anymore is because the nominee isn't conservative enough. It's like they're rushing to the good old days of Barry Goldwater.
2016-04-01	Obama and Church Leaders PRAYED you’d never see   this…      Independent documentary has Obama on the edge of a   nervous breakdown…   Because it exposes the biggest cover up of his   presidency…   Something darker and more sinister than Sandy Hook   and Benghazi combined…   And it’s spreading like wild fire all over the ...See More
2016-04-01	Cruz is almost reviled as much as Trump. So Cruz is endorsed by a governor with a 39% approval rating in his state - that should carry some weight.
2016-04-01	it is OK, Chirstopher
2016-04-01	Just don't forget Walker was backed by the KOCH bros . Cruz's wife works for goldeman sacs . If you think they will work for you . Your dreaming . Besides in my mind his statement I'M A CHRISTIAN FIRST . Sorry Mr Cruz a president represents all Americans .
2016-04-01	Walker, the first one to drop out of the POTUS race because he was so unpopular. Yea, he's a prophet alright.
2016-04-01	He runied his state so they want to give him the VP slot .
2016-04-01	Dillon Large - You have to be careful what you wish for, Tammany Hall thought they got rid of that meddlesome Teddy Roosevelt when he became McKinley's VP... ooops....
2016-04-01	Iska Bibble I certainly don't wish for the likes of Walker.
2016-04-01	He got me. I am waiting for a one on one debate, but Dirty Donald will never debate Cruz....he would be demolished.
2016-04-01	Another divider of the Republican Party that will cause Hillary to become next President! Think about it more closely!
2016-04-01	Paul Colby Perhaps a one on one debate would help to unify the party and help people see who the true conservative is....but Trump won't do it, now who is actually the divider?
2016-04-01	"The Establishment's only hope: Trump & me in a cage match. Sorry to disappoint -- Trump is terrific. #DealWithIt," -Ted Cruz
2016-04-01	So now we know what constitutes humor in the world of the Prince of Darkness.   That Cruzifix...appearing all week at the Improv.
2016-04-01	Winston Herzog: So what's your point. Or do you even have one?
2016-04-01	Prince of Darkness?! There is only one, and that's Ozzy.      Perhaps Prince of Denseness.
2016-04-01	How much you wanna bet Cruz didn't pay Rick Astley for use of the music...
2016-04-01	Trump is the biggest April fools joke of all time.
2016-04-01	Don Dearen: Well, not Trump so much. But his candidacy certainly is.   The jokes on us, but it's not funny.
2016-04-01	There a rumor G.Bush is going to jump one the republican nomination, he's convinced he can do a better job then Trump and be the saviour of the republican party and the nation.
2016-04-01	Bernie has now shown his true colors, his entire campaign is just negative character against Hillary. He and his surrogate supporter Susan Sarrandon (and her belief that Trump is better for America than Hillary) are trolling the bottom of the barrel with innuendo and guilt by association. So now if you have ever worked for an oil or gas company, well so sorry but your time as an secretary at Texaco or pumping gas for a summer job makes you and any of your donations forever tainted.      Bernie Bro logic, the logic of the desperate loser.
2016-04-01	Home made Apple Pie recipe brought to you by #feelthebern   Wisconsin & New York & Homemade Apple Pie!   Enjoy this Apple Pie recipe - Homemade Apple Pie! Dishin' With Di   https://youtu.be/DEySt9IPtsc      Women for Bernie Sanders 2016 (Facebook) shared --'All key indicators show Bernie Sanders will win the general election, possibly in a landslide. He’s the most popular politician in the country right now. Hillary Clinton would be in a tough fight and might lose to the Republicans.' Latest Polls Bernie Sanders 54.6% Donald Trump 37.2%
2016-04-01	Hillary Supporters remind me why I won't vote for her.
2016-04-01	Dude his campaign is not negative. If him pointing out legitimate differences between he and his opponent comes off as negative, then maybe she's just wrong on a few things andd by that i mean everything that she hasn't "adopted" ffrom Sanders yet. And as far as working for an oil company goes. Its not like an individual secretary for BP is gonna have enough money to cough up to legitimately fund a campaign. These people who work for these fuel companies funding her are "lobbyist and maybe executives". If it were a secretary, rig worker, or janitor it would go down as an individual donation not attached to some corporate entity. When i donate money to Bernie Sanders it goes down as an individual donation. They dont know who I work for and it wouldnt matter either.
2016-04-01	Sanders is lying about the fossil fuel donations. http://www.politico.com/.../hillary-clinton-bernie...
2016-04-01	Read the whole thing. Those "employees" were LOBBYISTS for the fossil fuel industry. She's using the absolute loosest definition of the word employee to cover up that she has been given hundreds of thousands from those 57 people in addition to the millions the industry itself has given to her SuperPACs.   Of course the companies themselves haven't given directly to her campaign, they're not ALLOWED to, claiming that's what Sanders meant is beyond disingenuous.
2016-04-01	https://news.vice.com/.../fossil-fuel-investors-are...      The majority of fossil fuel donations have not been directly contributed to her campaign rather allocated through her second largest super PAC, Priorities USA Action.      http://www.opensecrets.org/pres16/candidate.php?id=N00000019
2016-04-01	Obama and Church Leaders PRAYED you’d never see   this…      Independent documentary has Obama on the edge of a   nervous breakdown…   Because it exposes the biggest cover up of his   presidency…   Something darker and more sinister than Sandy Hook   and Benghazi combined…   And it’s spreading like wild fire all over the ...See More
2016-04-01	Yes ... every time Bernie points out factual differences between he and hillary   out come the hillary whiners ...   Bernie did this and Bernie did that   Sounding more like the 5 year old Trump every day ...
2016-04-01	Facts make Hillary Clinton supporters uncomfortable, because all they have is typical Republican Tactics: misrepresentation, outright lying, hiding behind bullshit, etc.      When challenged in Policy, on the Issues, they shut up very quickly & begin to sling heavier insults of topics that have absolutely nothing to do with the candidate's Policies.      Guess what though? Americans are slowly waking up to that fact, and there's nothing you can do about it because enough of them are noticing that it is making a difference.      A big enough difference, that Clinton's foundation (Non-White votes) have dissolved as non-whites switch to Bernie Sanders.      http://www.huffingtonpost.com/.../hillary-clintons...
2016-04-01	The longer the race goes on, the more it favors the candidate who represents the Truth. The more people get to know who he is, and when they do they switch over to him from Clinton very quickly. By the time he reaches California, he will have had enough time & so much money that everyone will know who he is, what he stands on, and the truth will obliterate Clinton as he overtakes her delegate lead & wins the nomination.      June 7th, the day Bernie Sanders is solidified as the future President of the United States.      And on that day? Oh, all the Hillbots & their Trump-Like behavior will just explode as they scramble to gather their collective head, "But HOW?! The MainStream Media promised us Clinton was 100% inevitable!? BUT HOW?!"      Math is how. Math, Truth, & Time.
2016-04-01	A closed primary for registered democrats only, no way Bernie. Voter registration closed on the 25th of March.
2016-04-01	And the deadline to change party affiliation to Democrat was October 9th; voter suppression anyone?      New York has one of the most cohesive party systems in the country, and you can bet the local Democrats will do everything in their power to stop Bernie Sanders from winning a state that Secretary Clinton really, really ought to win.      Good luck to them, because going to a college with over 18,000 students, I would bet that over 90% of us would support Bernie as our first choice. Unfortunately, due to the terribly constructed way the primary in New York is run, most of us are disenfranchised.      Great job Democrats, risking a prime opportunity to get the Millenials to support you for a generation in order to coronate Hillary.
2016-04-01	Tom Planamento why is it voter suppression? These aren't new rules. They weren't implanted for the benefit of one candidate over another...
2016-04-01	Tom Planamento Why is a dealine voter suppression? Bills come with dealines.. if you miss it, does that mean you are now the subject of " payment suppression" because you didn't pay ontime? Homework for students has a dealine.. if you don't meet that deadline, is that now " student suppression"? Come on man.. if the youth want to truly be involved and have a voice, stop showing up late to the party and do some real investing. If people want to vote, they should invest the time to find out how, where, when and what are the requirments. Google is everyone's friend these days and it takes 3 mnutes. There always seems to be an excuse, but little aceptance of blame.
2016-04-01	Sanders is a fraud and no way in hell is he gonna win NEW YORK, fuck him and his socialism BS, you want to pay 5 or 6 bucks a gallon for fuel, or a 50% payroll tax move to Europe, that BS will never fly here, Clinton will soon get the nomination with wins in NY, Pennsylvania, DC, Maryland, Connecticut, then Jersey, California, Sanders is a poor mans Ben Carson, Garbage, I would vote for Trump before that senile old fuck..
2016-04-01	In what world is Sanders proposing a 50% payroll tax or measures that would triple the cost of gas?      He's proposing a 2.4% payroll and measures that would marginally increase the cost of gas by      1) Reducing subsidies that go towards development of oil/NG production.   2) Creating a sort of trust where oil companies pay a portion of their revenue into it that would be used to fund environmental cleanup efforts and federal purchasing of land to expand national parks and reserves.
2016-04-01	You'll be paying around $6,000 more per family
2016-04-01	Ignorant much?
2016-04-01	Wow the hubris. "She wins only in the South" well completing ignoring he only wins caucus states with large populations of whites?! I see his old ass starting to have early onset dementia. For him to try to disenfranchise voters and say they don't count because of a particular region is ludicrous. If Hillary had stated oh well he only wins lily white caucuses there would be a backlash but nope not God ole Bernie. GTFO here, I got 3 votes for HRC in NY yesterday and I'm going to work on getting more.
2016-04-01	Yes, only the south and red states. You know like southern Ohio, Iowa, mass, and let's remember Florida isn't important in the general.
2016-04-01	You are wrong. Washington is the 7th most diverse state, Hawaii has never had a majority white population, and Alaska is said to be one of the most diverse states in the country.
2016-04-01	Andrew Koss Virginia too
2016-04-01	when hillary started losing in 2008   her supporters started calling Obama cuss words, a lot of nonsense in their comments   had nothing good to say about the President that hillary would, "then serve" for the next 4 years   Maybe we can get Bernie to hold some minor position open for her too ...
2016-04-01	Hillary DID end up campaigning for Obama far more than any other nomination runner up did for the nominee in any election year. I bet Sanders won't campaign at all for Hillary if she ends up being the nominee.
2016-04-01	#feelthebern Courting Randy Santel & New York Pizza fans!   Avellino's Pizza Challenge 5lb Colossal 20" New York Style Pizza Record!!   https://youtu.be/xP3z-yaeNs0      Women for Bernie Sanders 2016 (Facebook) shared --'All key indicators show Bernie Sanders will win the general election, possibly in a landslide. He’s the most popular politician in the country right now. Hillary Clinton would be in a tough fight and might lose to   the Republicans.' Latest Polls Bernie Sanders 54.6% Donald Trump 37.2%
2016-04-01	Actually, it's Bernie fans who are acting like that now.
2016-04-01	Dear sweet, delusional Bernie
2016-04-01	Obama and Church Leaders PRAYED you’d never see   this…      Independent documentary has Obama on the edge of a   nervous breakdown…   Because it exposes the biggest cover up of his   presidency…   Something darker and more sinister than Sandy Hook   and Benghazi combined…   And it’s spreading like wild fire all over the ...See More
2016-04-01	lol! The Chapaqua hag with the private e-mail server is FINISHED!! Get used to the idea.
2016-04-01	Steven Beliveau , I hope no one ever calls your mother a HAG!
2016-04-01	Well that is an honest statement. Kasich is not insane. If it came down to choosing between Hillary and Kasich..... yeeesh...... I might actually support Kasich to keep Hillary out, not that I would feel good about it. As much as I find kasich vile and repugnant, he is less repugnant than Hillary.      The set-backs that would come form a Kasich presidency would be more easily undone than the selling us out and backstabbing that Hillary would do. I will never be able to forgive her for BAPCPA.
2016-04-01	Bryan yes, Governor Kasich is the adult in the room. But his views on public education, a women's right to choose, he is anti union, he is supported by ALEC and the Koch brothers who not only have libertarian points of view but are also influenced by John Birtch Society values and goals. His part in Lehman brothers and the collapse of the American economy in 2008 is still suspect. The setbacks from a kasich administration would not easily be undone. All one has to do is look at George W. we are still trying to recover from him. With all due respect.
2016-04-01	Neal Levine you may be right. I guess I just would have to decide in that instance if I would rather be betrayed by Hillary or just out right abused. Either way, it would suck. That would not be an easy choice. Thankfully for me I live in a thoroughly blue state so I have guilt free voting for third party candidates or write in. Those in closer contests..... yuck, I do not envy them.
2016-04-01	As a liberal Democrat myself, I don't find kasich vile and repugnant at all. I obviously do not agree with many of his positions, but from what I do know of the man, I can't help but agree with Sanders 100% on this: he's not crazy. His arguments are sound, and he hardly ever engages in formal logical fallacies like everyone else does.      He has demonstrated, times and time again, the ability to work with the opposition in order to accomplish the ultimate goal: governing this nation. He has worked with Bill Clinton throughout the 90s, and vice-versa.      That is what I expect of ALL Congresspeople...See More
2016-04-01	What an important and informative line of questioning from our friends in the media. Thank you Politico for relaying this meaningful story about Bernie Sanders opinions of candidates he isn't currently running against.
